conversation_tagging_id	msg	time	chat_id	user_id	word count	Language	Preassigned Topic	Preassigned Subtopic	Topic_L1	Topic_L2	AnswerType	Confirmation	Scenario
2122	where can i look the detail bill?	1479258938	19258	0	7	English	Billing	Billing Charges	Billing	Document	Procedure	False	HowViewBill
2137	where is the link to download the refund form (roaming deposit)	1479272358	19321	0	11	English	Billing	Deposit Refund	Billing	Document	Procedure	False	HowDownloadBill
2140	CAN YOU PLS SEND ME A BILL INVOICE DATED: 01 / 10 / 2016 	1479274709	19328	0	10	English	Billing	Billing Details	Billing	Document	Request	True	RequestSendBill
2141	Hye,.can i get my all call list in september & august	1479278059	19347	0	11	English	Billing	Billing Details	Billing	BillBreakdown	Request	True	HowViewItems
2145	how can i print out detailed bill from september up to day..	1479280499	19361	0	12	English	Billing	Billing Details	Billing	Document	Procedure	True	HowDownloadBill
2203	Pls refer to ur your master account bill. How i check my bill	1479633375	19685	0	13	English	Billing	Billing Charges	Billing	Document	Procedure	False	HowViewBill
2203	Just want to check my bill	1479633589	19685	0	6	English	Billing	Billing Charges	Billing	Document	Procedure	False	HowViewBill
2233	Download bill 3 - 9 	1479808974	19865	0	3	English	Billing	Reprint / Resend Bill	Billing	Document	Procedure	False	HowDownloadBill
2240	i want to print details my bill for 1 hp No only.	1479866961	19891	0	12	English	Billing	Billing Details	Billing	Document	Procedure	False	HowDownloadBill
2254	how can i print bill start from month of June	1479893733	19954	0	10	English	Billing	Reprint / Resend Bill	Billing	Document	Procedure	False	HowDownloadBill
2254	can i print my bill started from month of june?	1479893945	19954	0	10	English	Billing	Reprint / Resend Bill	Billing	Document	Procedure	True	HowDownloadBill
2258	actually i would like to download the tax invoice myself	1479947170	19976	0	10	English	Billing	Make Payment - Selfcare	Billing	Document	Procedure	False	HowDownloadBill
2258	so meaning to say is i must make the payment before can download the bill/ tax invoice?	1479947288	19976	0	17	English	Billing	Make Payment - Selfcare	Billing	Document	Others	True	HowDownloadBill
2270	MAY I KNOW THE PAYMENT HISTORY	1479975460	20061	0	6	English	Billing	Payment Status	Billing	PaymentStatus	Procedure	True	LastPayment
2270	may i know the payment history since june until nov	1479975588	20061	0	10	English	Billing	Payment Status	Billing	PaymentStatus	Procedure	True	LastPayment
2289	Can you resend October 2016 statement to my email ?	1480078199	20164	0	9	English	Billing	Billing Details	Billing	Document	Request	True	RequestSendBill
2295	my issue is, i did made a payment, but usually redone will give official receipt to my email	1480123282	20176	0	18	English	Billing	Payment Status	Billing	Document	Reason	False	WhyNoEmail
2307	I NEED THE CONFIRMATION PAYMENT EMAIL THAT REDONE USED TO GIVE AFTER THE PAYMENT FOR MY CLAIM	1480210745	20257	0	17	English	Billing	Payment Status	Billing	Document	Request	False	RequestSendBill
2326	pls send Octorber statement to my email..tq<NL>laupankon.mss@gmail.com	1480293783	20343	0	7	English	Billing	Reprint / Resend Bill	Billing	Document	Request	False	RequestSendBill
2326	normally i ask send to email is foc	1480294397	20343	0	8	English	Billing	Reprint / Resend Bill	Billing	Document	None	False	None
2326	no .. now i ask for oct bil , 1 nov when i asking they not ready yet , no more statement they give me , now can u resend for me ? but is FOC	1480295058	20343	0	36	English	Billing	Reprint / Resend Bill	Billing	Document	Request	False	RequestSendBill
2328	can i view my september bill?	1480300940	20359	0	6	English	Billing	Reprint / Resend Bill	Billing	Document	Request	True	HowViewBill
2334	HI! how can I get August 2016 bill? I can't find the bill through redone website?	1480309605	20390	0	16	English	Billing	Billing Address	Billing	Document	Procedure	False	HowViewBill
2334	noted. how fast can we get the bill? Is it RM 5 per month bill or 1 time off I can request more months bill?	1480309852	20390	0	24	English	Billing	Billing Address	Billing	Document	ObjectTime	False	TimeToGetBill
2340	is it possible i want my bill statement 2015 dec until now	1480323910	20416	0	12	English	Billing	Billing Details	Billing	Document	Request	False	RequestSendBill
2348	why cant the dealer print out our statement>	1480328038	20445	0	8	English	Billing	Billing Details	Billing	Document	Reason	False	DocumentOthers
2348	i wanted the 3 months statement, but they refused to print.	1480328255	20445	0	11	English	Billing	Billing Details	Billing	Document	Reason	False	DocumentOthers
2348	if i were to go to another telco company to apply, i need the 3 month statement.	1480328274	20445	0	17	English	Billing	Billing Details	Billing	Document	Request	False	DocumentOthers
2348	can i request for the statement to arrive via post to my house by december 1 st?	1480328596	20445	0	16	English	Billing	Billing Details	Billing	Document	Request	True	RequestSendBill
2348	so i can print it out myself then?	1480329478	20445	0	8	English	Billing	Billing Details	Billing	None	Procedure	True	None
2396	GOOD MORNING, HOW CAN I VIEW MY SECOND NUMBER BILL	1480475915	20642	0	10	English	Billing	Billing Details	Billing	Document	Procedure	False	HowViewBill
2400	And give me the solution through my email, is it ok?	1480486971	20670	0	11	English	Billing	Billing Charges	Billing	None	Others	True	None
2405	I need the hardcopy for accounting purpose	1480491923	20697	0	7	English	Billing	Make Payment - Selfcare	Billing	Document	Request	False	RequestSendBill
2405	I try at your website screen "Download & Pay Bill" but it does not work	1480491992	20697	0	15	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	FALSE	CannotViewBill
2438	Dear Sir/ Madam,<NL>How can i view my september and october bill?	1480563335	20925	0	11	English	Billing	Billing Details	Billing	Document	Procedure	False	HowViewBill
2441	Can u help me to email me the bill?	1480570585	20975	0	9	English	Billing	Make Payment - Selfcare	Billing	Document	Request	True	RequestSendBill
2441	Usually when will email bill	1480570636	20975	0	5	English	Billing	Make Payment - Selfcare	Billing	Document	ObjectTime	False	TimeToGetBill
2449	Please waive the RM 5 paper bill charged to my account.	1480582749	21062	0	10	English	Billing	Waiver	Billing	Document	Request	False	DocumentFee
2466	i would like to print out of statement of Aug' 2016 	1480641281	21139	0	10	English	Billing	Billing Dispute	Billing	Document	Procedure	False	HowDownloadBill
2466	would u mind to email to us	1480641670	21139	0	7	English	Billing	Billing Dispute	Billing	None	Request	FALSE	None
2466	Can u help us too email?	1480641748	21139	0	6	English	Billing	Billing Dispute	Billing	None	Request	FALSE	None
2466	actually we haven't received ur bill from email	1480642035	21139	0	8	English	Billing	Billing Dispute	Billing	Document	None	False	None
2466	i think u better check first and confirm u need to charge us RM 5.00 for bill was request	1480642290	21139	0	18	English	Billing	Billing Dispute	Billing	Document	Request	False	DocumentFee
2488	Good morning.<NL>can i have my bill emailed to me?	1480727159	21403	0	9	English	Billing	Billing Address	Billing	Document	Request	True	RequestSendBill
2536	HI<NL>CAN YOU SEND MY RED 1 BILL	1480906817	21727	0	7	English	Billing	Billing Details	Billing	Document	Request	True	RequestSendBill
2543	The bill never come	1480917497	21775	0	4	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Document	None	False	None
2543	Check your agreement whether it said u dun hv to send me bill and I'm expected to know how much to pay	1480918107	21775	0	22	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Document	None	False	None
2549	REQUEST FOR SEPTEMBER INVOICE	1480924777	21805	0	4	English	Billing	Reprint / Resend Bill	Billing	Document	Request	False	RequestSendBill
2549	Mr Faizul, may i request for the invoice for September?	1480924910	21805	0	10	English	Billing	Reprint / Resend Bill	Billing	Document	Request	False	RequestSendBill
2640	can u send the statement this whole year contain my payment? Or i hv to visit nearest branch?	1481355207	22458	0	18	English	Billing	Billing Details	Billing	Document	Request	True	RequestSendBill
2677	Can Red 1 email to me my bill from January 2016 to Dec 2016 	1481613842	22740	0	14	English	Billing	Reprint / Resend Bill	Billing	Document	Request	False	RequestSendBill
2681	is there any way to get Aug n Sept bill?	1481620586	22753	0	10	English	Billing	Billing Details	Billing	Document	Request	False	HowDownloadBill
2683	we nid to know for Aug n Sept bills in order to collect bills from each of everyone under his account	1481621520	22756	0	21	English	Billing	Billing Details	Billing	Document	None	False	None
2689	Hi, please furnish the statement from Jan 2016 to Dec 2016. 	1481639202	22807	0	11	English	Billing	Billing Details	Billing	Document	Request	False	RequestSendBill
2689	Yes, i need the bill statement with payment date details.	1481639519	22807	0	10	English	Billing	Billing Details	Billing	Document	Request	False	RequestSendBill
2689	for the whole year 2016. the billing date and the payment date	1481639559	22807	0	12	English	Billing	Billing Details	Billing	Document	None	False	None
2745	Hi...Can email the tax invoice for june - sept' 16 	1481788878	23148	0	9	English	Billing	Billing Details	Billing	Document	Request	True	RequestSendBill
2788	Okay, so you send me the form, I fill up and send to where ?	1481893665	23443	0	15	English	Billing	Billing Details	Billing	Document	ObjectLocation	False	DocumentOthers
2799	how to download pass few month invoice. tq	1481958529	23550	0	8	English	Billing	Billing Details	Billing	Document	Procedure	False	HowDownloadBill
2799	I NEED TO DOWNLOAD PASS FEW MONTH WHICH IS NOT YET DOWNLOAD HOW ?	1481958738	23550	0	14	English	Billing	Billing Details	Billing	Document	Procedure	False	HowDownloadBill
2817	can you help me to which email address i have to email the payment receipts as my line will be unbarred immediately	1482045788	23669	0	22	English	Billing	Payment Status	Billing	Barring	ObjectOthers	True	HowUnbar
2818	how long will it take after i send proof of payment to the said email?	1482047085	23671	0	15	English	Billing	Payment Status	Billing	Document	ObjectTime	False	TimeToGetBill
2827	i need november 2015 bill	1482113879	23740	0	5	English	Billing	Reprint / Resend Bill	Billing	Document	Request	False	RequestSendBill
2829	semt email for me	1482121039	23755	0	4	English	Billing	Billing Charges	Billing	None	Request	FALSE	None
2857	Hi. Good evening. I've just paid my bill at the red 1 agent shop. How can I get my resit? I didn't receive any sms frm redone after the payment made.	1482155014	23841	0	31	English	Billing	Payment Status	Billing	BillingTroubleShooting	Procedure	FALSE	ReceiptProblem
2887	So where can i get d invoice	1482292247	24042	0	7	English	Billing	Billing Details	Billing	Document	Procedure	False	HowDownloadBill
2897	My name is Ammar. I would like to ask how to get my bill statement for August and September 2016 ?	1482306531	24080	0	21	English	Billing	Reprint / Resend Bill	Billing	Document	Procedure	False	HowDownloadBill
2897	could you email me the statement dated 1 September 2016 ?	1482307391	24080	0	11	English	Billing	Reprint / Resend Bill	Billing	Document	Request	True	RequestSendBill
2897	when can i get the statement ? by tomorrow can ?	1482307680	24080	0	11	English	Billing	Reprint / Resend Bill	Billing	Document	ObjectTime	True	TimeToGetBill
2928	I need Jan until Nov 2016 bil but not able to print out. What to do. . ?	1482403366	24255	0	18	English	Billing	Reprint / Resend Bill	Billing	BillingTroubleShooting	Procedure	FALSE	CannotViewBill
2955	can you send me the bills?	1482556575	24440	0	6	English	Billing	Billing Charges	Billing	Document	Request	True	RequestSendBill
2955	do i have any other method to check and get the bills?	1482556948	24440	0	12	English	Billing	Billing Charges	Billing	Document	Procedure	False	HowViewBill
2968	may i know if there is any way to resolve this?	1482593957	24490	0	11	English	Billing	Deposit Refund	Billing	None	Procedure	FALSE	None
