conversation_tagging_id	index_en	id	msg	time	chat_id	user_id	word count	Language	Preassigned Topic	Preassigned Subtopic	Topic_L1	Topic_L2	AnswerType	Confirmation	Scenario							
1255	30801	353178	"I paid already bill ,but here display me haven paid yet? why?"	1476260385	15111	0	12	English	Billing	Payment Status	Billing	PaymentStatus	Reason	False	WhyNotUpdated							
1255	30814	353227	but here showed I haven paid	1476261001	15111	0	6	English	Billing	Payment Status	Billing	PaymentStatus	Reason	False	WhyNotUpdated							
1258	30857	353258	i already made payment	1476261465	15114	0	4	English	Billing	Payment Status	Billing	PaymentStatus	None	False	InformPayment							
1258	30858	353259	it already deducted from my saving acc..	1476261481	15114	0	7	English	Billing	Payment Status	None	None	None	False	None							
1258	30868	353293	just check if the payment already clear	1476261825	15114	0	7	English	Billing	Payment Status	Billing	PaymentStatus	ObjectName	False	ConfirmPaymentReceived							
1264	30990	353611	Please check my last payment been made	1476272615	15128	0	7	English	Billing	Payment Status	Billing	PaymentStatus	ObjectName	False	LastPayment							
1264	30998	353628	I have paid my bill payment at redone kg gajah on 10 / 10 / 16. but i didnt recieved any sms regarding the payment	1476273175	15128	0	20	English	Billing	Payment Status	Billing	PaymentStatus	Reason	False	NoNotification							
1265	31012	353815	I already pay 200 earlier this month	1476318394	15141	0	7	English	Billing	Billing Details	Billing	PaymentStatus	None	False	InformPayment							
1266	31052	353896	so i pay rm 25 	1476320019	15143	0	4	English	Billing	Unsuspend lines - (Within 50 days)	Billing	PaymentStatus	None	False	InformPayment							
1266	31064	353938	already make my payment	1476320719	15143	0	4	English	Billing	Unsuspend lines - (Within 50 days)	Billing	PaymentStatus	None	False	InformPayment							
1278	31356	354534	"I tried to pay my bill 01110589636 vide your payment channel,<NL>I had tried 2 cards with 2 different banks - AMMB & Hong Leong. still unsuccessful.<NL>Can you plse verify your system is normal?<NL>tq<NL><NL>tq"	1476326947	15175	0	33	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Request	TRUE	CannotPayBill							
1278	31371	354566	This is the error msg: --- Transaction Failed.<NL>Fail(Card issuing bank does not honor the transaction)	1476327314	15175	0	15	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	 Procedure	False	CannotPayBill							
1278	31373	354572	I had used the same Hong Leong card to pay Aug bill preciously no problem	1476327373	15175	0	15	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	None	False	PaymentChannelOthers							
1281	31434	354700	I JUST MAKE A PAYMENT ONLINE OF RM 145 WITH CREDIT CARD...HOWEVER I NOT RECEIVED ANY SMS FROM YOU CONFIRMING THIS TRANSACTIOM	1476329322	15181	0	21	English	Billing	Payment Status	Billing	PaymentStatus	Reason	False	NoNotification							
1285	31518	354811	Can you help me to confirm my payment is succesful or not just now?no sms received from your company. 0172465016 is my number	1476331772	15188	0	23	English	Billing	Payment Status	Billing	PaymentStatus	ObjectName	False	ConfirmPaymentReceived							
1286	31560	354900	Not yet to deduct	1476332986	15191	0	4	English	Billing	Payment Status	None	None	None	False	None							
1293	31761	355591	Hi can you help me on my latest bill payment? Check if it has already go through in the system. I have received the confirmation email and send to the redone staff that contacted me but he / she say that's not the receipt	1476343743	15224	0	44	English	Billing	Payment Status	Billing	PaymentStatus	ObjectName	False	ConfirmPaymentReceived							
1293	31769	355620	Order no. 1035210 <NL>Transaction ID: T 111911678800 	1476344094	15224	0	5	English	Billing	Payment Status	None	None	None	False	None							
1298	31889	355771	i already paid my bill	1476345546	15231	0	5	English	Billing	Unsuspend lines - (Within 50 days)	Billing	PaymentStatus	None	False	InformPayment							
1299	31922	355840	i was paid my bill RM 194.00 just now<NL>But when i check the amaount still no diducct	1476346587	15232	0	16	English	Billing	Payment Status	Billing	PaymentStatus	Reason	False	WhyNotUpdated							
1315	32269	356636	this is chuah. is ok. i have paid. thanks	1476361218	15275	0	9	English	Billing	Make Payment - Selfcare	Billing	PaymentStatus	None	False	InformPayment							
1319	32384	356781	Kindly update my payment on maybank 2 u	1476363128	15280	0	6	English	Billing	Make Payment - Kiosk / Epay / BSN / Maybank / RHB	Billing	PaymentStatus	ObjectName	False	WantUpdate							
1319	32394	356818	I paid through maybank 2 u a few minutes ago	1476363691	15280	0	8	English	Billing	Make Payment - Kiosk / Epay / BSN / Maybank / RHB	Billing	PaymentStatus	None	False	InformPayment							
1323	32475	356990	"i just want inform, i already make payment for sept 16 via maybank 2 u yesterday."	1476405203	15288	0	14	English	Billing	Payment Status	Billing	PaymentStatus	None	False	InformPayment							
1323	32489	357006	ref no 3607190903 maybank 2 u time 13 oct 2016 19.47.41 	1476405551	15288	0	9	English	Billing	Payment Status	Billing	PaymentStatus	None	False	InformPayment							
1328	32623	357994	i want to paid with the 18.87 from the line 011 10520048 	1476422238	15328	0	12	English	Billing	Billing Details	Billing	PaymentChannel	Procedure	False	HowPay							
1336	32843	358590	I paid RM 24.90 on sept 16 	1476433710	15352	0	6	English	Billing	Unsuspend lines - (Within 50 days)	Billing	PaymentStatus	None	False	InformPayment							
1337	32870	358638	Transaction Status : Success<NL> Account ID : 201147546 <NL> Invoice Id : 1610 - 201147546 <NL> Date : 14 / 10 / 2016 16 : 26 : 21 PM<NL> FPX Txn ID : T 111947430700 <NL> Auth Code : 1610141624170089 <NL> Transaction Amount : MYR 25.16 	1476434172	15355	0	30	English	Billing	Unsuspend lines - (Within 50 days)	Billing	PaymentStatus	None	False	InformPayment							
1339	32909	358768	thank you. Done with my payment	1476436587	15362	0	6	English	Billing	Make Payment - Selfcare	Billing	PaymentStatus	None	False	InformPayment							
1345	33048	359962	can u help me check my payment??	1476497122	15411	0	7	English	Billing	Payment Status	Billing	PaymentStatus	ObjectName	True	ConfirmPaymentReceived							
1345	33049	359963	i just pay the payment	1476497131	15411	0	5	English	Billing	Payment Status	Billing	PaymentStatus	None	False	InformPayment							
1347	33113	360153	Payment done.	1476500567	15418	0	2	English	Billing	Make Payment - Selfcare	Billing	PaymentStatus	None	False	InformPayment							
1349	33163	360359	payment has been performed and successful. Thank you for your checking.	1476502909	15427	0	11	English	Billing	Make Payment - Selfcare	Billing	PaymentStatus	None	False	InformPayment							
1351	33195	360509	i have made payment through JOMPAY RM 149.33 this moring	1476504255	15436	0	9	English	Billing	Payment Status	Billing	PaymentStatus	None	False	InformPayment							
1351	33196	360510	just now already pay another RM 80 using FPX	1476504271	15436	0	8	English	Billing	Payment Status	Billing	PaymentStatus	None	False	InformPayment							
1354	33326	361204	how long does it take to process	1476511520	15464	0	7	English	Billing	Make Payment - Selfcare	None	None	ObjectTime	False	None							
1367	33656	362485	can u check my for my payment?	1476528888	15518	0	7	English	Billing	Payment Status	Billing	PaymentStatus	ObjectName	True	ConfirmPaymentReceived							
1367	33657	362496	"never mind, thank you for your reply. I already got the sms of success payment"	1476528987	15518	0	15	English	Billing	Payment Status	Billing	PaymentStatus	None	False	PaymentStatusOthers							
1368	33685	362777	i make payment online just now. 0169771590 	1476533005	15530	0	7	English	Billing	Payment Status	Billing	PaymentStatus	None	False	InformPayment							
1381	34138	364455	payment make via maybank 2 u.	1476589901	15594	0	4	English	Billing	Payment Status	Billing	PaymentStatus	None	False	InformPayment							
1384	34216	364698	I have made CIMB clicks transaction just now	1476594773	15604	0	8	English	Billing	Make Payment - Kiosk / Epay / BSN / Maybank / RHB	Billing	PaymentStatus	None	False	InformPayment							
1384	34217	364699	I paid rm 50 	1476594779	15604	0	4	English	Billing	Make Payment - Kiosk / Epay / BSN / Maybank / RHB	Billing	PaymentStatus	None	False	InformPayment							
1384	34224	364721	that is the reason i made payment via cimb clicks	1476595209	15604	0	10	English	Billing	Make Payment - Kiosk / Epay / BSN / Maybank / RHB	Billing	PaymentStatus	None	False	InformPayment							
1386	34269	364893	i had pay rm 30 to my account via maybank 2 u	1476596885	15613	0	9	English	Billing	Payment Status	Billing	PaymentStatus	None	False	InformPayment							
1389	34361	364974	hi..please check bil payment for acc. 200847900 	1476597739	15621	0	7	English	Billing	Billing Details	Billing	PaymentStatus	ObjectName	False	ConfirmPaymentReceived							
1391	34402	365108	HAI<NL>I WANT TO KNOW WHY MY BILL NO UPDATE?	1476598518	15627	0	9	English	Billing	Billing Details	Billing	PaymentStatus	Reason	False	WhyNotUpdated							
1391	34410	365180	i was found my bill not update from Aug to Oct 2016 	1476599300	15627	0	12	English	Billing	Billing Details	Billing	PaymentStatus	Reason	False	WhyNotUpdated							
1397	34604	365571	because i already made payment online	1476602791	15640	0	6	English	Billing	Un-bar lines - Overdue Payment	Billing	PaymentStatus	None	False	InformPayment							
1397	34605	365572	but i didnt get any verification	1476602799	15640	0	6	English	Billing	Un-bar lines - Overdue Payment	None	None	Reason	False	None							
1397	34606	365575	no message no email and nothing	1476602810	15640	0	6	English	Billing	Un-bar lines - Overdue Payment	None	None	Reason	False	None							
1397	34623	365606	okay i made the first payment last night around 12 	1476603105	15640	0	10	English	Billing	Un-bar lines - Overdue Payment	Billing	PaymentStatus	None	False	InformPayment							
1397	34624	365608	and the second payment at 2 pm just now	1476603114	15640	0	8	English	Billing	Un-bar lines - Overdue Payment	Billing	PaymentStatus	None	False	InformPayment							
1399	34673	365697	I pay the september bill	1476605472	15644	0	5	English	Billing	Un-bar lines - Overdue Payment	Billing	BillOutstanding	None	False	InformPayment							
1399	34681	365707	and I already pay RM 40.87 last night	1476605611	15644	0	7	English	Billing	Un-bar lines - Overdue Payment	Billing	PaymentStatus	None	False	InformPayment							
1399	34694	365737	I already pay	1476606028	15644	0	3	English	Billing	Un-bar lines - Overdue Payment	Billing	PaymentStatus	None	False	InformPayment							
1399	34696	365740	can u help me to check?	1476606041	15644	0	6	English	Billing	Un-bar lines - Overdue Payment	None	None	ObjectName	True	None							
1400	34716	365717	Just now I have done another rm 200 at maybank ATM	1476605724	15645	0	10	English	Billing	Payment Status	Billing	PaymentStatus	None	False	InformPayment							
1407	34855	365955	But ive made payment last month	1476610732	15657	0	6	English	Billing	Billing Details	Billing	PaymentStatus	None	False	InformPayment							
1413	35097	366801	i ve made the payment on friday 14 / 10 / 2016 	1476666662	15694	0	8	English	Billing	Unsuspend lines - (Within 50 days)	Billing	PaymentStatus	None	False	InformPayment							
1415	35139	366804	i've made payment of rm 250 yesterday morning via maybank 2 u	1476666707	15696	0	9	English	Billing	Un-bar lines - Overdue Payment	Billing	PaymentStatus	None	False	InformPayment							
1415	35142	366816	"ok, i will made the payment of rm 2.62 and emailed it to careline."	1476666866	15696	0	13	English	Billing	Un-bar lines - Overdue Payment	Billing	PaymentStatus	None	False	InformPayment							
1415	35145	366831	payment have been made and email have been sent to careline. please check.	1476667057	15696	0	13	English	Billing	Un-bar lines - Overdue Payment	Billing	PaymentStatus	ObjectName	True	ConfirmPaymentReceived							
1418	35214	367177	i'll already pay for this month .r u receive my payment?	1476671102	15711	0	11	English	Billing	Billing Details	Billing	PaymentStatus	ObjectName	True	ConfirmPaymentReceived							
1422	35281	367963	i just made a payment	1476678393	15751	0	5	English	Billing	Payment Status	Billing	PaymentStatus	None	False	InformPayment							
1426	35383	368802	and today i alredy clear the outstanding for previous bill	1476687041	15785	0	10	English	Billing	Billing Details	Billing	BillOutstanding	None	False	InformPayment							
1426	35394	368876	AUG BILL RM 50.08 RIGHT? I already made PAYMENT	1476687644	15785	0	8	English	Billing	Billing Details	Billing	PaymentStatus	ObjectName	True	ConfirmPaymentReceived							
1426	35395	368880	I have the payment transaction from my bank	1476687678	15785	0	8	English	Billing	Billing Details	Billing	PaymentStatus	None	False	InformPayment							
1426	35398	368887	I pay RM 50.08 for aug	1476687724	15785	0	6	English	Billing	Billing Details	Billing	PaymentStatus	None	False	InformPayment							
1426	35401	368898	and for aug bill i already paid on 3 - 09 - 16 rm 50.08 	1476687796	15785	0	11	English	Billing	Billing Details	Billing	PaymentStatus	None	False	InformPayment							
1433	35549	369608	hi...my account had deduct the amount...but i check now the bill of redone haven tpay	1476698203	15824	0	15	English	Billing	Payment Status	Billing	PaymentStatus	Reason	False	WhyNotUpdated							
1433	35562	369664	but i checking my bill	1476698676	15824	0	5	English	Billing	Payment Status	None	None	None	False	None							
1433	35563	369671	it look like i havent pay	1476698683	15824	0	6	English	Billing	Payment Status	Billing	PaymentStatus	Reason	False	WhyNotUpdated							
1433	35564	369673	and i dint receive any receipt from redone yet	1476698692	15824	0	9	English	Billing	Payment Status	Billing	PaymentStatus	Reason	False	NoNotification							
1435	35597	370536	"yes, I am going to make the payment on this oct bill, may i know it is my already pay the bill this October."	1476759480	15868	0	24	English	Billing	Make Payment - Selfcare	Billing	BillOutstanding	ObjectNumeric	True	BillAmount							
1438	35691	370804	Payment done successfully. Thanks for help! Have a nice day	1476764202	15878	0	10	English	Billing	Make Payment - Selfcare	Billing	PaymentStatus	None	False	InformPayment							
1442	35784	370980	my mobile number 0129188268 i want to check a transaction which i made payment on 14 - 10 - 2016 	1476767364	15889	0	16	English	Billing	Payment Status	Billing	PaymentStatus	ObjectName	False	LastPayment							
1451	36006	371549	"Hi<NL>Can u please check my payment. I just made payment for my bill, not sure it go through or not"	1476778476	15918	0	20	English	Billing	Billing Details	Billing	PaymentStatus	ObjectName	True	ConfirmPaymentReceived							
1451	36016	371564	I see. Didn't update in my self care database	1476778601	15918	0	9	English	Billing	Billing Details	Billing	PaymentStatus	Reason	False	WhyNotUpdated							
1464	36328	372699	"hi, just now i have online pay my bill. can you help me to check whether have pass the payment or not?"	1476844165	15972	0	22	English	Billing	Payment Status	Billing	PaymentStatus	ObjectName	True	ConfirmPaymentReceived							
1464	36331	372702	can you help me do check my payment?	1476844206	15972	0	8	English	Billing	Payment Status	Billing	PaymentStatus	ObjectName	True	ConfirmPaymentReceived							
1464	36341	372747	pay RM 150 	1476844658	15972	0	2	English	Billing	Payment Status	Billing	PaymentStatus	None	False	InformPayment							
1467	36374	373154	I made a credit payment online thru your website but not sure if transaction went through. Can u check? Tel No is 012 2102178 	1476852620	15990	0	24	English	Billing	Payment Status	Billing	PaymentStatus	ObjectName	False	ConfirmPaymentReceived							
1475	36602	373695	i already pay the money ..	1476860458	16014	0	6	English	Billing	Payment Status	Billing	PaymentStatus	None	False	InformPayment							
1480	36703	373999	I have make payment on 5 Oct	1476869218	16025	0	7	English	Billing	Un-bar lines - Overdue Payment	Billing	PaymentStatus	None	False	InformPayment							
1486	36841	374449	ic... i pay using maybank 2 u tis eveing	1476881179	16043	0	7	English	Billing	Payment Status	Billing	PaymentStatus	None	False	InformPayment							
1492	36975	374758	I have just made the payment	1476927004	16058	0	6	English	Billing	Un-bar lines - Overdue Payment	Billing	PaymentStatus	None	False	InformPayment							
1497	37088	374904	I ALREDY SUBMIT MY PAYMENT FOR NOVEMBER BILL	1476928969	16065	0	8	English	Billing	Payment Status	Billing	PaymentStatus	None	False	InformPayment							
1497	37089	374906	IF U ALREADY RECEIVED OR NOT	1476928993	16065	0	6	English	Billing	Payment Status	None	None	None	True	None							
1499	37193	375086	Why my last month payment cannot pay auto debit since I had been register.	1476932615	16068	0	14	English	Billing	Billing Details	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
1531	37902	378650	can you check if this is success?	1477095257	16223	0	7	English	Billing	Payment Status	None	None	Request	True	None							
1533	37979	378736	i hv made payment payment for 0194232508 bill	1477098014	16226	0	8	English	Billing	Payment Status	Billing	PaymentStatus	None	False	InformPayment							
1533	37980	378737	could u check it for me?	1477098032	16226	0	6	English	Billing	Payment Status	None	None	Request	True	None							
1584	39439	383489	"Hi, I already paid my sept bill RM 81.38 on 4.10.16 why still no update on download & pay bill?"	1477296568	16403	0	20	English	Billing	Payment Status	Billing	PaymentStatus	Reason	False	WhyNotUpdated							
1585	39458	383747	HI HOW TO CHECK I HAVE OWE THE PAYMENT OR NOT?	1477302086	16413	0	11	English	Billing	Billing Charges	Billing	Document	Procedure	False	HowViewBill							
1638	40887	391236	RECEIVED EMAIL SAYING THAT PAYMENT FAILED. now i just make another 1 can u check if this is ok	1477571951	16712	0	19	English	Billing	Payment Status	Billing	PaymentStatus	ObjectName	True	ConfirmPaymentReceived							
1639	40927	391354	plz remake a new bill. I already paid RM 40.96 at 04 Oct 2016 19 : 47 : 10 <NL>My refference num : 3580008965 <NL>TQ	1477609951	16714	0	18	English	Billing	Payment Status	Billing	PaymentStatus	Request	False	PaymentStatusOthers							
1643	41068	391962	"Hello, I am norashikin and my number is + 60 11 - 1085 6929 <NL>Pymnt been md 3 days ago via jom paymcan u assist to check on yr siystem if it isis reflected? I need my line to be reconnect.tq"	1477623659	16738	0	36	English	Billing	Unsuspend lines - (Within 50 days)	Billing	PaymentStatus	ObjectName	True	ConfirmPaymentReceived							
1658	41504	393913	april got payment received or not?	1477652752	16816	0	6	English	Billing	Billing Details	Billing	PaymentStatus	ObjectName	True	ConfirmPaymentReceived							
1684	42235	396546	"Hi.. i have paid my bills on 5 oct but in the system it still shows that i need to ""pay now"""	1477814209	16926	0	22	English	Billing	Make Payment - Selfcare	Billing	PaymentStatus	Reason	False	WhyNotUpdated							
1805	45186	408464	I have pay for the last 3 month 70 rgt monthly	1478046562	17480	0	9	English	Billing	Billing Charges	Billing	PaymentStatus	None	False	InformPayment							
1805	45191	408476	Last payment on 2 / 9 	1478046846	17480	0	4	English	Billing	Billing Charges	Billing	PaymentStatus	None	True	LastPayment							
1819	45565	409578	my last payment is RM 22.00 	1478056253	17529	0	5	English	Billing	Billing Details	Billing	PaymentStatus	None	False	LastPayment							
1819	45568	409587	can u check for me my last payment date ?	1478056308	17529	0	10	English	Billing	Billing Details	Billing	PaymentStatus	ObjectTime	False	LastPayment							
1819	45569	409589	i remember last payment is RM 22.00 	1478056321	17529	0	6	English	Billing	Billing Details	Billing	PaymentStatus	None	False	LastPayment							
1831	45972	411536	"yes, I want to know about the bill i paid RM 51.29 yesterday it is already clear October bill"	1478070421	17609	0	18	English	Billing	Billing Details	Billing	PaymentStatus	None	False	InformPayment							
1841	46223	412480	Hi! This morning I have make payment online for 0102780810. But why my bill still no change?	1478077696	17643	0	17	English	Billing	Billing Details	Billing	PaymentStatus	Reason	False	WhyNotUpdated							
1848	46527	413448	hello...my number just now just pay rm 90 bill thru my smartphone. the moment to proceed the payment thru existing card account....the next page is going to blanco....could you pls recheck whether the payment recieved on fail<NL><NL> 0162324539 	1478128074	17681	0	36	English	Billing	Make Payment - Selfcare	Billing	PaymentStatus	ObjectName	True	ConfirmPaymentReceived							
1858	46765	414336	When is my last payment	1478138995	17724	0	5	English	Billing	Billing Details	Billing	PaymentStatus	ObjectTime	False	LastPayment							
1864	46875	414799	yesterday i have make payment for my bill	1478142872	17746	0	8	English	Billing	Billing Details	Billing	PaymentStatus	None	False	InformPayment							
1864	46876	414801	"however, today still receive message to ask me make payment for previous month"	1478142895	17746	0	13	English	Billing	Billing Details	Billing	PaymentStatus	Reason	False	WhyNotUpdated							
1867	46937	415194	Ysterday i have made payment of rm 34 by cimbclicks	1478146178	17762	0	9	English	Billing	Payment Status	Billing	PaymentStatus	None	False	InformPayment							
1872	47050	415391	js now i have pay the amt rm 54.39 	1478148059	17771	0	9	English	Billing	Unsuspend lines - (Within 50 days)	Billing	PaymentStatus	None	False	InformPayment							
1875	47128	415745	i alrd clear the bill	1478152461	17789	0	5	English	Billing	Billing Details	Billing	PaymentStatus	None	False	InformPayment							
1878	47201	416080	how can I check the last payment I made ?	1478156451	17806	0	10	English	Billing	Billing Details	Billing	PaymentStatus	Procedure	False	LastPayment							
1880	47264	416502	I paid for bill already	1478160607	17827	0	5	English	Billing	Unsuspend lines - (Within 50 days)	Billing	PaymentStatus	None	False	InformPayment							
1881	47273	416569	Could you please check for me the payment of 1 nov	1478161358	17830	0	10	English	Billing	Billing Details	Billing	PaymentStatus	ObjectName	True	ConfirmPaymentReceived							
1881	47281	416582	"It mean I settled all payments, right?"	1478161509	17830	0	7	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount							
1908	47936	419204	i have paid the latest payment on 31 Oct 2016 RM 48.76 	1478233419	17948	0	11	English	Billing	Deposit Refund	Billing	PaymentStatus	None	False	InformPayment							
1915	48120	420259	"I click on download & pay bill tab and it shows download for the month of September, October and Novemeber...does that mean I have not paid for september?"	1478246909	18004	0	28	English	Billing	Billing Details	Billing	BillOutstanding	ObjectTime	True	BillAmount							
1929	48448	421651	"i had made my payment( nov bill ) yesterday( 4 / 11 / 2016 ),but when i view my statement online, redone havent make adjustment on my bill."	1478312376	18073	0	22	English	Billing	Payment Status	Billing	PaymentStatus	Reason	False	WhyNotUpdated							
1930	48478	421664	I JUST PAID MY BIL L VIA MAYNBANK 2 U.. HOW COULD I KNOW IF MY TRANSACTION WAS SUCCESSFULL?	1478312867	18074	0	17	English	Billing	Make Payment - Kiosk / Epay / BSN / Maybank / RHB	Billing	PaymentStatus	Procedure	False	HowConfirmPaymentReceived							
1940	48713	423447	ask about my payment	1478393586	18149	0	4	English	Billing	Billing Charges	Billing	PaymentStatus	ObjectName	False	PaymentStatusOthers							
1944	48785	423999	"Yes, I do....And the automatic payment done for last months. Maybe technical error....can u check it?"	1478412916	18175	0	16	English	Billing	Auto Debit Application	Billing	PaymentStatus	ObjectName	True	ConfirmPaymentReceived							
1957	49046	426012	Hi.. Can you help me check either I already paid the bill for October or not? Because I already paid it yesterday through online banking.	1478498656	18279	0	25	English	Billing	Payment Status	Billing	PaymentStatus	ObjectName	True	ConfirmPaymentReceived							
1957	49056	426073	Yesterday I had paid RM 140.00 for October because the bill on October is RM 133.95 But it didn't send any message to my number.	1478499643	18279	0	23	English	Billing	Payment Status	Billing	PaymentStatus	Reason	False	NoNotification							
1960	49122	426265	Hi...i've just received today message through my hp : thank you from redone regarding payment RM 50.00. may i know the payment is for what hp number...forgot already…	1478504053	18294	0	26	English	Billing	Payment Status	Billing	PaymentStatus	ObjectName	True	LastPayment							
1980	49562	430409	"hi, can you check my payment process? I already did the payment through Public Bank online banking just now, but still pending on ipay 88. "	1478650633	18465	0	24	English	Billing	Make Payment - Selfcare	Billing	PaymentStatus	ObjectName	True	ConfirmPaymentReceived							
2020	50626	437212	OH SURE. <NL>I WANT TO DOUBLE CONFIRM THAT. HAVE I MADE MY PAYMENT FOR THIS MONTH ?<NL>CAN U CHECK FOR ME ?	1478927767	18736	0	22	English	Billing	Un-bar lines - Increase CL from RM100 to RM150	Billing	BillOutstanding	ObjectNumeric	True	BillAmount							
2023	50729	437512	i have make payment to redone before	1478938823	18749	0	7	English	Billing	Payment Status	Billing	PaymentStatus	ObjectName	True	LastPayment							
2034	51128	438574	Could you please check whether I have paid?	1479001182	18788	0	8	English	Billing	Payment Status	Billing	BillOutstanding	ObjectNumeric	True	BillAmount							
2049	51640	441150	"I am try to pay the bill with the credit card.. however, it shows transaction failed.."	1479093171	18910	0	16	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2049	51656	441224	dunnot.. when i submit the payment thru credit card.. it shows transaction failed...	1479094018	18910	0	13	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2060	51939	441717	"hi, i made a payment yesterday using maybank 2 u<NL>just wanna confirm if the payment is accepted"	1479101780	18935	0	15	English	Billing	Payment Status	Billing	PaymentStatus	ObjectName	True	ConfirmPaymentReceived							
2071	52196	442580	have you received my online payment?	1479111548	18979	0	6	English	Billing	Payment Status	Billing	PaymentStatus	ObjectName	True	ConfirmPaymentReceived							
2071	52206	442624	just wondering if redone side has received the payment	1479111730	18979	0	9	English	Billing	Payment Status	Billing	PaymentStatus	ObjectName	True	ConfirmPaymentReceived							
2107	53143	446823	my last payment is .?	1479196635	19167	0	5	English	Billing	Un-bar lines - Overdue Payment	Billing	PaymentStatus	ObjectName	False	LastPayment							
2107	53145	446843	how much i paid..?	1479196751	19167	0	4	English	Billing	Un-bar lines - Overdue Payment	Billing	PaymentStatus	ObjectNumeric	False	LastPayment							
2115	53368	447975	payment done through jompay by CIMB bank	1479206153	19210	0	7	English	Billing	Payment Status	Billing	PaymentStatus	None	False	InformPayment							
2123	53631	449174	Status: Successful<NL>Reference number: 3709483964 <NL>Transaction date: 16 Nov 2016 <NL>Transaction time: 09 : 49 : 34 	1479261004	19265	0	10	English	Billing	Billing Details	Billing	PaymentStatus	None	False	InformPayment							
2129	53786	449611	Amount: RM 430.21 <NL>Fee Amount: RM 0.00 <NL>GST Amount: RM 0.00 <NL>From account 564276812610 WCA<NL>Buyer name: M NABISAR BINTI MUSTAN<NL>Merchant Name: MOBILE 88. COM SDN BHD 01 <NL>Payment Reference: T 113177987800 <NL>FPX Transaction ID: 1611161055580335 <NL>New account balance: RM 932.35 	1479265118	19287	0	27	English	Billing	Make Payment - Selfcare	Billing	PaymentStatus	None	False	InformPayment							
2129	53787	449614	payment proof just send	1479265127	19287	0	4	English	Billing	Make Payment - Selfcare	Billing	PaymentStatus	None	False	InformPayment							
2134	53960	450199	my number 0109856499 and already made payment RM 140 thru SenQ counter on 14 Nov but not update the payment	1479270099	19313	0	18	English	Billing	Payment Channel	Billing	PaymentStatus	Reason	False	WhyNotUpdated							
2134	53966	450232	already made payment RM 140 thru SenQ counter on	1479270231	19313	0	8	English	Billing	Payment Channel	Billing	PaymentStatus	None	False	InformPayment							
2134	53967	450236	on 14 Nov but not update the payment	1479270258	19313	0	7	English	Billing	Payment Channel	Billing	PaymentStatus	Reason	False	WhyNotUpdated							
2134	53975	450295	OK .how come they not update my payment	1479270700	19313	0	8	English	Billing	Payment Channel	Billing	PaymentStatus	Reason	False	WhyNotUpdated							
2147	54301	451259	I had made an overdue payment	1479281761	19365	0	6	English	Billing	Unsuspend lines - (Within 50 days)	Billing	PaymentStatus	None	False	InformPayment							
2155	54479	452080	I paid Maybank online just now.	1479298013	19401	0	6	English	Billing	Un-bar lines - Overdue Payment	Billing	PaymentStatus	None	False	InformPayment							
2162	54624	452337	"Hi, ive paid my bill RM 103.30 on 2 / 11 / 16 but the next day i received a message saying that i need to pay RM 103.24 my ic num ( 5196 - norifah binti md ramli)"	1479342986	19418	0	32	English	Billing	Billing Details	Billing	PaymentStatus	Reason	False	WhyNotUpdated							
2170	54834	452675	May 2 u this morning	1479349948	19431	0	3	English	Billing	Un-bar lines - Overdue Payment	Billing	PaymentStatus	None	False	InformPayment							
2179	55045	454435	"hi, just want to know why my account didn't update because yesterday i paid my bill but nothing change ain the view vill site. i also didnt receive any message state that i've pay my bill"	1479431315	19510	0	36	English	Billing	Payment Status	Billing	PaymentStatus	Reason	False	WhyNotUpdated							
2181	55102	454820	i pay my bill at jompay but im still not received any msg until now	1479438535	19530	0	15	English	Billing	Payment Status	Billing	PaymentStatus	Reason	False	NoNotification							
2218	56050	461035	i already pay may bill<NL><NL>can u check	1479783333	19802	0	7	English	Billing	Payment Status	Billing	PaymentStatus	ObjectName	True	ConfirmPaymentReceived							
2218	56064	461050	i already transfer @ 0.53 	1479783619	19802	0	5	English	Billing	Payment Status	None	None	None	False	None							
2239	56636	462946	"Checked at the bill page, the amount is still due."	1479862610	19881	0	10	English	Billing	Unsuspend lines - (Within 50 days)	Billing	PaymentStatus	Reason	False	WhyNotUpdated							
2244	56753	463610	already paid - 122.08 	1479874363	19907	0	3	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	PaymentStatus	None	False	InformPayment							
2247	56829	463770	if transaction already approved	1479877885	19914	0	4	English	Billing	Payment Status	None	None	None	False	None							
2276	57575	467953	i thought i paid everything including my late payment	1480039979	20092	0	9	English	Billing	Billing Details	Billing	BillOutstanding	None	False	BillAmount							
